Sigur Rós,Með suð í eyrum við spilum endalaust,Íllgresi,22 Sep 2016 08:03
Sigur Rós,Með suð í eyrum við spilum endalaust,Ára bátur,22 Sep 2016 07:54
Sigur Rós,Með suð í eyrum við spilum endalaust,Með suð í eyrum,22 Sep 2016 07:49
Sigur Rós,Með suð í eyrum við spilum endalaust,Festival,22 Sep 2016 07:40
Sigur Rós,Með suð í eyrum við spilum endalaust,Festival,22 Sep 2016 07:29
Sigur Rós,Ágætis byrjun,Ágætis byrjun,22 Sep 2016 07:16
Sigur Rós,Inni [Disc 2],Popplagið,22 Sep 2016 07:06
Sigur Rós,Inni [Disc 2],Festival,22 Sep 2016 06:56
Sigur Rós,Inni [Disc 2],Sæglópur,22 Sep 2016 06:48
Sigur Rós,Kveikur,Kveikur,22 Sep 2016 06:43
Sigur Rós,Kveikur,Stormur,22 Sep 2016 06:38
Sigur Rós,Kveikur,Yfirborð,22 Sep 2016 06:33
Sigur Rós,Kveikur,Ísjaki,22 Sep 2016 06:28
Sigur Rós,Kveikur,Hrafntinna,22 Sep 2016 06:22
Sigur Rós,Kveikur,Brennisteinn,22 Sep 2016 06:14
Sigur Rós,Kveikur,Var,22 Sep 2016 06:10
Sigur Rós,Kveikur,Bláþráður,22 Sep 2016 06:05
Sigur Rós,Kveikur,Rafstraumur,22 Sep 2016 06:00
Sigur Rós,Kveikur,Kveikur,22 Sep 2016 05:54
Sigur Rós,Kveikur,Stormur,22 Sep 2016 05:49
Sigur Rós,Kveikur,Yfirborð,22 Sep 2016 05:45
Sigur Rós,Kveikur,Ísjaki,22 Sep 2016 05:40
Sigur Rós,Kveikur,Hrafntinna,22 Sep 2016 05:34
Sigur Rós,Kveikur,Brennisteinn,22 Sep 2016 05:26
Sigur Rós,Kveikur,Var,22 Sep 2016 05:22
Sigur Rós,Kveikur,Bláþráður,22 Sep 2016 05:17
Sigur Rós,Kveikur,Rafstraumur,22 Sep 2016 05:12
Sigur Rós,Kveikur,Kveikur,22 Sep 2016 05:06
Sigur Rós,Kveikur,Stormur,22 Sep 2016 05:01
Sigur Rós,Kveikur,Yfirborð,22 Sep 2016 04:57
Sigur Rós,Kveikur,Ísjaki,22 Sep 2016 04:52
Sigur Rós,Takk...,Takk...,22 Sep 2016 04:51
Sigur Rós,Með suð í eyrum við spilum endalaust,All alright,22 Sep 2016 04:44
Sigur Rós,Með suð í eyrum við spilum endalaust,Straumnes,22 Sep 2016 04:42
Sigur Rós,Með suð í eyrum við spilum endalaust,Fljótavík,22 Sep 2016 04:38
Sigur Rós,Með suð í eyrum við spilum endalaust,Íllgresi,22 Sep 2016 04:34
Sigur Rós,Með suð í eyrum við spilum endalaust,Ára bátur,22 Sep 2016 04:25
Sigur Rós,Með suð í eyrum við spilum endalaust,Með suð í eyrum,22 Sep 2016 04:20
Sigur Rós,Með suð í eyrum við spilum endalaust,Festival,22 Sep 2016 04:11
Sigur Rós,Með suð í eyrum við spilum endalaust,Við spilum endalaust,22 Sep 2016 04:07
Sigur Rós,Með suð í eyrum við spilum endalaust,Góðan daginn,22 Sep 2016 04:02
Sigur Rós,Með suð í eyrum við spilum endalaust,Inní mér syngur vitleysingur,22 Sep 2016 03:58
Sigur Rós,Með suð í eyrum við spilum endalaust,Gobbledigook,22 Sep 2016 03:55
Sigur Rós,Valtari,Fjögur píanó,22 Sep 2016 01:51
Sigur Rós,Valtari,Valtari,22 Sep 2016 01:11
Sigur Rós,Valtari,Varðeldur,22 Sep 2016 01:05
Sigur Rós,Valtari,Dauðalogn,22 Sep 2016 00:58
Sigur Rós,Valtari,Rembihnútur,22 Sep 2016 00:53
Sigur Rós,Valtari,Varúð,22 Sep 2016 00:46
Sigur Rós,Valtari,Ekki múkk,22 Sep 2016 00:39
Sigur Rós,Valtari,Ég anda,22 Sep 2016 00:32
Sigur Rós,Inni [Disc 2],Lúppulagið,22 Sep 2016 00:26
Sigur Rós,Inni [Disc 2],Popplagið,22 Sep 2016 00:11
Sigur Rós,Inni [Disc 2],All alright,22 Sep 2016 00:05
Sigur Rós,Inni [Disc 2],Hafsol,21 Sep 2016 23:57
Sigur Rós,Inni [Disc 2],Festival,21 Sep 2016 23:49
Sigur Rós,Inni [Disc 2],Sæglópur,21 Sep 2016 23:42
Sigur Rós,Inni [Disc 1],E-Bow,21 Sep 2016 23:33
Sigur Rós,Inni [Disc 1],Inní mér syngur vitleysingur,21 Sep 2016 23:29
Sigur Rós,Inni [Disc 1],Með Blóðnasir,21 Sep 2016 23:26
Sigur Rós,Inni [Disc 1],Hoppípolla,21 Sep 2016 23:22
Sigur Rós,Inni [Disc 1],Við spilum endalaust,21 Sep 2016 23:18
Sigur Rós,Inni [Disc 1],Fljótavík,21 Sep 2016 23:14
Sigur Rós,Inni [Disc 1],Ný batterí,21 Sep 2016 23:05
Sigur Rós,Inni [Disc 1],Glósóli,21 Sep 2016 22:59
Sigur Rós,Inni [Disc 1],Svefn-g-englar,21 Sep 2016 22:48
Sigur Rós,( ),Untitled 8,21 Sep 2016 22:37
Sigur Rós,Von,Von,21 Sep 2016 22:34
Sigur Rós,Von,Hafssól,21 Sep 2016 22:24
Sigur Rós,Von,Myrkur,21 Sep 2016 22:17
Sigur Rós,Von,Leit Ad Lifi,21 Sep 2016 22:15
Sigur Rós,Von,Hún Jörð,21 Sep 2016 22:07
Sigur Rós,Von,Dögun,21 Sep 2016 22:02
Sigur Rós,Von,Sigur Rós,21 Sep 2016 21:52
Sigur Rós,Takk...,Heysátan,21 Sep 2016 21:48
Sigur Rós,Takk...,Svo Hljótt,21 Sep 2016 21:40
Sigur Rós,Takk...,Andvari,21 Sep 2016 21:34
Sigur Rós,Takk...,Gong,21 Sep 2016 21:28
Sigur Rós,Takk...,Mílanó,21 Sep 2016 21:18
Sigur Rós,Takk...,Sæglópur,21 Sep 2016 21:10
Sigur Rós,Takk...,Sé Lest,21 Sep 2016 21:01
Sigur Rós,Takk...,Með Blóðnasir,21 Sep 2016 20:59
Sigur Rós,Takk...,Hoppípolla,21 Sep 2016 20:54
Sigur Rós,Takk...,Glósóli,21 Sep 2016 20:48
Sigur Rós,Takk...,Takk...,21 Sep 2016 20:46
Sigur Rós,Með suð í eyrum við spilum endalaust,All alright,21 Sep 2016 20:40
Sigur Rós,Með suð í eyrum við spilum endalaust,Straumnes,21 Sep 2016 20:38
Sigur Rós,Með suð í eyrum við spilum endalaust,Fljótavík,21 Sep 2016 20:34
Sigur Rós,Með suð í eyrum við spilum endalaust,Íllgresi,21 Sep 2016 20:30
Sigur Rós,Með suð í eyrum við spilum endalaust,Ára bátur,21 Sep 2016 20:21
Sigur Rós,Með suð í eyrum við spilum endalaust,Með suð í eyrum,21 Sep 2016 20:16
Sigur Rós,Með suð í eyrum við spilum endalaust,Festival,21 Sep 2016 20:07
Sigur Rós,Með suð í eyrum við spilum endalaust,Við spilum endalaust,21 Sep 2016 20:03
Sigur Rós,Með suð í eyrum við spilum endalaust,Góðan daginn,21 Sep 2016 19:58
Sigur Rós,Með suð í eyrum við spilum endalaust,Inní mér syngur vitleysingur,21 Sep 2016 19:54
Sigur Rós,Með suð í eyrum við spilum endalaust,Gobbledigook,21 Sep 2016 19:51
Sigur Rós,Kveikur,Var,21 Sep 2016 19:45
Sigur Rós,Kveikur,Bláþráður,21 Sep 2016 19:40
Sigur Rós,Kveikur,Rafstraumur,21 Sep 2016 19:35
Sigur Rós,Kveikur,Kveikur,21 Sep 2016 19:29
Sigur Rós,Kveikur,Stormur,21 Sep 2016 19:24
Sigur Rós,Kveikur,Yfirborð,21 Sep 2016 19:20
Sigur Rós,Kveikur,Ísjaki,21 Sep 2016 19:15
Sigur Rós,Kveikur,Hrafntinna,21 Sep 2016 19:09
Sigur Rós,Kveikur,Brennisteinn,21 Sep 2016 19:01
Sigur Rós,Íslenska Óperan 12.06.99,Flugufrelsarinn [Live],21 Sep 2016 18:53
Sigur Rós,Inni [Disc 2],Lúppulagið,21 Sep 2016 18:47
Sigur Rós,Inni [Disc 2],Popplagið,21 Sep 2016 18:31
Sigur Rós,Inni [Disc 2],All alright,21 Sep 2016 18:26
Sigur Rós,Inni [Disc 2],Hafsol,21 Sep 2016 18:17
Sigur Rós,Inni [Disc 2],Festival,21 Sep 2016 18:10
Sigur Rós,Inni [Disc 2],Sæglópur,21 Sep 2016 18:02
Sigur Rós,Inni [Disc 1],E-Bow,21 Sep 2016 17:53
Sigur Rós,Inni [Disc 1],Inní mér syngur vitleysingur,21 Sep 2016 17:49
Sigur Rós,Inni [Disc 1],Með Blóðnasir,21 Sep 2016 17:46
Sigur Rós,Inni [Disc 1],Hoppípolla,21 Sep 2016 17:42
Sigur Rós,Inni [Disc 1],Við spilum endalaust,21 Sep 2016 17:38
Sigur Rós,Inni [Disc 1],Fljótavík,21 Sep 2016 17:34
Sigur Rós,Inni [Disc 1],Ný batterí,21 Sep 2016 17:26
Sigur Rós,Inni [Disc 1],Glósóli,21 Sep 2016 17:19
Sigur Rós,Inni [Disc 1],Svefn-g-englar,20 Sep 2016 23:22
Sigur Rós,Hvarf-Heim (Hvarf) [Disc 1],Hafsól,20 Sep 2016 23:13
Sigur Rós,Hvarf-Heim (Hvarf) [Disc 1],Von,20 Sep 2016 23:03
Sigur Rós,Hvarf-Heim (Hvarf) [Disc 1],I Gaer,20 Sep 2016 22:57
Sigur Rós,Hvarf-Heim (Hvarf) [Disc 1],Hijomalind,20 Sep 2016 22:52
Sigur Rós,Hvarf-Heim (Hvarf) [Disc 1],Salka,20 Sep 2016 22:46
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Von,20 Sep 2016 22:38
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Heysátan,20 Sep 2016 22:33
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Ágætis byrjun,20 Sep 2016 22:26
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Vaka,20 Sep 2016 22:21
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Starálfur,20 Sep 2016 22:15
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Samskeyti,20 Sep 2016 22:10
Sigur Rós,Angels of the Universe,Bium Bium Bambalo,20 Sep 2016 22:01
Sigur Rós,Ágætis byrjun,Avalon,20 Sep 2016 21:57
Sigur Rós,Ágætis byrjun,Ágætis byrjun,20 Sep 2016 21:49
Sigur Rós,Ágætis byrjun,Olsen Olsen,20 Sep 2016 21:41
Sigur Rós,Ágætis byrjun,Viðrar vel til loftárása,20 Sep 2016 21:31
Sigur Rós,Ágætis byrjun,Hjartað hamast,20 Sep 2016 21:24
Sigur Rós,Ágætis byrjun,Ný batterí,20 Sep 2016 21:15
Sigur Rós,Hvarf-Heim (Heim) [Disc 2],Vaka,20 Sep 2016 21:10
Sigur Rós,( ),Untitled 5,20 Sep 2016 20:31
Sigur Rós,( ),Untitled 4,20 Sep 2016 20:23
Sigur Rós,( ),Untitled 3,20 Sep 2016 20:17
Sigur Rós,( ),Untitled 2,20 Sep 2016 20:09
Sigur Rós,( ),Untitled 1,20 Sep 2016 20:02
Sigur Rós,Vienna 16.10.02,Untitled 1 / Vaka [Live in Vienna 2002],20 Sep 2016 19:55
Sigur Rós,Valtari,Fjögur píanó,20 Sep 2016 19:47
Sigur Rós,Valtari,Valtari,20 Sep 2016 19:38
Sigur Rós,Valtari,Varðeldur,20 Sep 2016 19:32
Sigur Rós,Valtari,Dauðalogn,20 Sep 2016 19:26
Sigur Rós,Valtari,Rembihnútur,20 Sep 2016 19:21
Sigur Rós,Valtari,Varúð,20 Sep 2016 19:14
Sigur Rós,Valtari,Ekki múkk,20 Sep 2016 19:06
Sigur Rós,Valtari,Ég anda,20 Sep 2016 18:55
Sigur Rós,Live At Leeds,Sigur Rós - 07-Untitled with Steindor Anderson,20 Sep 2016 18:51
Sigur Rós,Kveikur,Var,20 Sep 2016 18:48
Sigur Rós,Kveikur,Bláþráður,20 Sep 2016 18:42
Sigur Rós,Kveikur,Rafstraumur,20 Sep 2016 18:37
Sigur Rós,Kveikur,Kveikur,20 Sep 2016 18:34
Sigur Rós,Kveikur,Stormur,20 Sep 2016 18:26
Sigur Rós,Kveikur,Yfirborð,20 Sep 2016 18:22
Sigur Rós,Kveikur,Ísjaki,20 Sep 2016 18:17
Sigur Rós,Kveikur,Hrafntinna,20 Sep 2016 18:10
Sigur Rós,Kveikur,Brennisteinn,20 Sep 2016 18:04
Samaris,Silkidrangar,Ég vildi fegin verõa,16 Sep 2016 23:48
Samaris,Silkidrangar,Nótt,16 Sep 2016 23:43
Samaris,Reykjavík Grapevine's Fancy Airwaves Compilation 2011,Góða tungl,16 Sep 2016 23:39
Rökkurró,Það kólnar í kvöld...,Ferðalangurinn,16 Sep 2016 00:57
Rökkurró,Það kólnar í kvöld...,Ringulreið,16 Sep 2016 00:53
Rökkurró,Það kólnar í kvöld...,Í sjávarháska,16 Sep 2016 00:49
Rökkurró,Það kólnar í kvöld...,Hún,16 Sep 2016 00:44
Rökkurró,Innra,Red Sun,16 Sep 2016 00:39
Rökkurró,Innra,Hunger,16 Sep 2016 00:35
Rökkurró,Innra,Blue Skies,16 Sep 2016 00:31
Rökkurró,Innra,Flugdrekar,16 Sep 2016 00:25
Rökkurró,Innra,The In Between,16 Sep 2016 00:23
Rökkurró,Innra,White Mountain,16 Sep 2016 00:18
Rökkurró,Innra,The Backbone,16 Sep 2016 00:14
Rökkurró,Innra,Killing time,16 Sep 2016 00:11
Rökkurró,Innra,Sigling,16 Sep 2016 00:06
Rökkurró,Innra,Weightless,16 Sep 2016 00:02
Rökkurró,Innra,Borders,15 Sep 2016 18:30
Rökkurró,Í annan heim,Í annan heim,13 Sep 2016 03:56
Rökkurró,Í annan heim,Í annan heim,13 Sep 2016 03:56
Rökkurró,Í annan heim,Svanur,13 Sep 2016 03:51
Rökkurró,Í annan heim,Hugurinn Flögrar,13 Sep 2016 03:44
Rökkurró,Í annan heim,Fjall,13 Sep 2016 03:39
Rökkurró,Í annan heim,Sjónarspil,13 Sep 2016 03:33
Rökkurró,Í annan heim,Augun opnast,13 Sep 2016 03:29
Rökkurró,Í annan heim,Við hreyfumst hægt,13 Sep 2016 03:25
Rökkurró,Í annan heim,Skuggamyndir,13 Sep 2016 03:24
Rökkurró,Í annan heim,Sólin mun skína,13 Sep 2016 03:19
Muse,Black Holes & Revelations,Assassin,12 Sep 2016 23:33
Muse,Black Holes & Revelations,Soldier's Poem,12 Sep 2016 23:29
Muse,Black Holes & Revelations,Starlight,12 Sep 2016 23:27
Muse,Black Holes & Revelations,Map of the Problematique,12 Sep 2016 23:23
Muse,Black Holes & Revelations,Supermassive Black Hole,12 Sep 2016 23:19
Muse,Black Holes & Revelations,Knights of Cydonia,12 Sep 2016 23:15
Muse,Black Holes & Revelations,Invincible,12 Sep 2016 23:09
Muse,Black Holes & Revelations,Take a Bow,12 Sep 2016 23:05
Jurassic 5,Quality Control,The Game,12 Sep 2016 22:59
Jurassic 5,Quality Control,Twelve,11 Sep 2016 05:02
Jurassic 5,Quality Control,Contribution,11 Sep 2016 04:58
Jurassic 5,Quality Control,Jurass Finish First,11 Sep 2016 04:54
Jurassic 5,Quality Control,Monkey Bars,11 Sep 2016 04:49
Jurassic 5,Quality Control,World Of Entertainment (WOE Is Me),11 Sep 2016 04:45
Jurassic 5,Quality Control,Lausd,11 Sep 2016 04:41
Jurassic 5,Quality Control,Contact,11 Sep 2016 04:37
Jurassic 5,Quality Control,Quality Control,11 Sep 2016 04:36
Jurassic 5,Quality Control,Quality Control (Intro),11 Sep 2016 04:31
Jurassic 5,Quality Control,Great Expectations,11 Sep 2016 04:30
Jurassic 5,Quality Control,The Influence,11 Sep 2016 04:27
Jurassic 5,Quality Control,How We Get Along,11 Sep 2016 04:23
Wye Oak,The Knot,Mary Is Mary,11 Sep 2016 04:21
Wye Oak,The Knot,Talking About Money,11 Sep 2016 04:14
Wye Oak,The Knot,Siamese,11 Sep 2016 04:11
Wye Oak,The Knot,Take It in,11 Sep 2016 02:14
Wye Oak,The Knot,For Prayer,11 Sep 2016 02:06
Wye Oak,The Knot,Milk and Honey,11 Sep 2016 02:02
Darkwood Dub,Zivot pocinje u 30-oj,Steppin' Out,11 Sep 2016 01:54
Darkwood Dub,Zivot pocinje u 30-oj,Steppin' Out,11 Sep 2016 01:54
Darkwood Dub,Zivot pocinje u 30-oj,Vrtlog Vira,11 Sep 2016 01:48
Darkwood Dub,Zivot pocinje u 30-oj,Vrtlog Vira,11 Sep 2016 01:48
Darkwood Dub,Zivot pocinje u 30-oj,Zivot pocinje u 30-oj,11 Sep 2016 01:42
Darkwood Dub,Zivot pocinje u 30-oj,Dorćolac,11 Sep 2016 01:37
Darkwood Dub,Zivot pocinje u 30-oj,Dnevnik,11 Sep 2016 01:33
Darkwood Dub,Zivot pocinje u 30-oj,Baobab,11 Sep 2016 01:16
Darkwood Dub,Zivot pocinje u 30-oj,M. Jugin,11 Sep 2016 01:11
Darkwood Dub,Zivot pocinje u 30-oj,Repetitor,11 Sep 2016 01:05
Darkwood Dub,Zivot pocinje u 30-oj,Srebrna kap,11 Sep 2016 01:02
Darkwood Dub,Zivot pocinje u 30-oj,Nova dostignuća,11 Sep 2016 00:58
Röyksopp,Melody A.M.,She's So,11 Sep 2016 00:38
Röyksopp,Melody A.M.,Remind Me,11 Sep 2016 00:33
Röyksopp,Melody A.M.,Royksopp's Night Out,11 Sep 2016 00:29
Röyksopp,Melody A.M.,A Higher Place,11 Sep 2016 00:22
Röyksopp,Melody A.M.,Poor Leno,11 Sep 2016 00:17
